Группа «Самолет»|Руководитель Backend разработки (Python)|Полный рабочий день, Можно удаленно|Бэкенд разработчик, Ведущий (Lead), Python, Управление разработкой, Построение команды|2022-11-28T12:44:42+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000111282
Т1 Консалтинг|Руководитель проектов 1С (УХ)|Москва, Полный рабочий день|Менеджер проекта, Ведущий (Lead), Microsoft Project, Руководитель проектов 1С, PMBOK, Управление проектами, Ведение переговоров, Презентации, Управление людьми|2022-11-28T12:46:19+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000109290
СберМегаМаркет|Руководитель группы исследований пользовательского опыта|Москва|Продуктовый аналитик, Ведущий (Lead), Figma Design|2022-11-28T12:46:19+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000113719
Т1 Консалтинг|Руководитель проектов 1С (1С: ДО)|Москва, Полный рабочий день|Менеджер проекта, Ведущий (Lead), Microsoft Project, Руководитель проектов 1С, PMBOK, Управление проектами, Ведение переговоров, Презентации, Управление людьми|2022-11-28T12:47:10+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000109291
Т1 Консалтинг|Руководитель проектов 1С (1С: БП)|Москва, Полный рабочий день|Менеджер проекта, Ведущий (Lead), Microsoft Project, Руководитель проектов 1С, PMBOK, Управление проектами, Ведение переговоров, Презентации, Управление людьми|2022-11-28T12:47:45+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000109292
Т1 Консалтинг|Руководитель проектов 1С (1С: БП управленческий учет)|Москва, Полный рабочий день|Менеджер проекта, Ведущий (Lead), Microsoft Project, Руководитель проектов 1С, PMBOK, Управление проектами, Ведение переговоров, Презентации, Управление людьми|2022-11-28T12:50:51+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000109293
SberTech|Frontend - разработчик|Новосибирск, Полный рабочий день|Фронтенд разработчик, Средний (Middle), JavaScript, TypeScript, React|2022-11-23T09:55:07+03:00|['170000', '200000', '₽']|https://career.habr.com/vacancies/1000107701
Fix Price|Middle Java Developer/ Программист Java|Полный рабочий день, Можно удаленно|Бэкенд разработчик, Средний (Middle), Java, Java Spring Framework, Hibernate, Git, Docker, Kotlin|2022-11-23T10:01:11+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000074291
Мир Plat.Form (НСПК)|Системный разработчик в Мобильные платежи|Москва, Полный рабочий день|Бэкенд разработчик, Средний (Middle), Java, Rust, Jenkins, Docker, Ansible, Linux, CI/CD, Разработка под Android, Разработка под iOS|2022-11-23T10:07:07+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000114196
Bell Integrator|Fullstack разработчик|Полный рабочий день, Можно удаленно|Фулстек разработчик, Старший (Senior), Git, .NET, .NET Core, SQL|2022-11-23T10:08:07+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000113527
TextMagic|Fullstack разработчик (PHP, Symfony, PostgreSQL) (удалённо)|Омск, Полный рабочий день, Можно удаленно|Фулстек разработчик, Средний (Middle), PHP, Symfony, PostgreSQL, MongoDB, Docker|2022-11-23T10:12:39+03:00|['5000', 'null', '$']|https://career.habr.com/vacancies/1000095285
Совкомбанк Технологии|Разработчик T-SQL (Совкомбанк Факторинг)|Москва, Полный рабочий день|Разработчик баз данных, Средний (Middle), T-SQL, Microsoft SQL Server, Delphi|2022-11-23T10:15:35+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000112055
Сибур|QA engineer|Москва, Полный рабочий день|Инженер по автоматизации тестирования, Средний (Middle), Kotlin, Java Spring Framework, SQL, SOAP, Selenium, Git|2022-11-23T10:17:37+03:00|['200000', '250000', '₽']|https://career.habr.com/vacancies/1000113534
ИнфоТеКС|Системный аналитик|Москва, Санкт-Петербург, Томск, Полный рабочий день|Системный аналитик, Средний (Middle), BPMN, UML, Системный анализ, Управление требованиями к ПО|2022-11-23T10:17:39+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000114641
ИнфоТеКС|Разработчик С++|Санкт-Петербург, Пенза, Уфа, Полный рабочий день|Бэкенд разработчик, Средний (Middle), C++, Linux, TCP, Nginx, Высоконагруженные системы|2022-11-23T10:23:31+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000114642
Bell Integrator|Специалист поддержки отдела сопровождения ЦФТ-Банк |Полный рабочий день, Можно удаленно|Администратор баз данных, Средний (Middle), Техническая поддержка|2022-11-23T10:26:51+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000113701
Bell Integrator|Инженер DevOps|Москва, Можно удаленно|Девопс инженер, Средний (Middle), Kubernetes, CI/CD, Docker, GitLab|2022-11-23T10:26:51+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000113716
Bell Integrator|Android разработчик (удаленно)|Москва, Санкт-Петербург, Саратов, Полный рабочий день, Можно удаленно|Разработчик мобильных приложений, Средний (Middle), Linux, Kotlin, Android studio, Dagger 2, Android SDK, Retrofit, MVVM, RxJava 2, Разработка под Android, Разработка мобильных приложений|2022-11-23T10:26:51+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000113793
Bell Integrator|SeniorAndroid разработчик|Полный рабочий день, Можно удаленно|Разработчик мобильных приложений, Старший (Senior), Kotlin, Android studio, Android SDK, Dagger 2, Retrofit|2022-11-23T10:26:54+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000113815
Bell Integrator|UX/UI исследователь |Москва, Полный рабочий день|UI/UX дизайнер, Средний (Middle), Microsoft PowerPoint, Figma Design, Keynote|2022-11-23T10:26:54+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000113819
Bell Integrator|QA инженер тестировщик|Полный рабочий день, Можно удаленно|Инженер по ручному тестированию, Средний (Middle), SQL, XML, REST, Тестирование API, Тестирование ПО|2022-11-23T10:27:20+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000098638
ИнфоТеКС|Инженер по тестированию|Москва, Уфа, Полный рабочий день|Инженер по ручному тестированию, Средний (Middle), TCP, Osi model, Администрирование сетей, Сетевая безопасность, Администрирование серверов, VMware, Администрирование Linux|2022-11-23T10:27:20+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000114093
SberDevices|QA automation engineer (Kotlin)|Москва, Полный рабочий день|Инженер по автоматизации тестирования, Старший (Senior), Kotlin, Разработка под Android, Разработка мобильных приложений|2022-11-23T10:27:21+03:00|['200000', 'null', '₽']|https://career.habr.com/vacancies/1000109971
SberDevices|Mobile QA Engineer (Цифровые поверхности Салют SberDevices)|Москва, Полный рабочий день, Можно удаленно|Инженер по ручному тестированию, Средний (Middle), Ручное тестирование|2022-11-23T10:27:22+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000109972
АО «ГНИВЦ»|Администратор прикладного ПО|Полный рабочий день, Можно удаленно|Системный администратор, Средний (Middle), Jenkins, Zabbix, CI/CD, GitLab, Jira|2022-11-23T10:27:51+03:00|['120000', '140000', '₽']|https://career.habr.com/vacancies/1000108731
ВСК|Java-разработчик ( команда развития микросервисной платформы)|Полный рабочий день, Можно удаленно|Бэкенд разработчик, Старший (Senior), Java, Spring Boot, Высоконагруженные системы, PostgreSQL|2022-11-23T10:28:42+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000113535
РТЛабс|Технический писатель|Москва, Полный рабочий день|Технический писатель, Техническая документация|2022-11-23T10:30:33+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000100767
Т1 Интеграция|Инженер-проектировщик Linux (импортозамещение)|Москва, Полный рабочий день, Можно удаленно|Менеджер продукта, Средний (Middle), Управление проектами, Ведение переговоров, Презентации|2022-11-23T10:30:36+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000102726
Совкомбанк Технологии|Системный аналитик на проект е-факторинг|Москва, Воронеж, Екатеринбург, Полный рабочий день|Системный аналитик, REST, Microsoft Visio, YouTrack|2022-11-23T10:31:25+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000112404
ВСК|Автотестировщик C# ( команда развития интернет-магазина)|Полный рабочий день, Можно удаленно|Инженер по автоматизации тестирования, Средний (Middle), C#, .NET Core, Автоматизация тестирования|2022-11-23T10:32:02+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000113536
Совкомбанк Технологии|Системный аналитик (Web-приложения)|Екатеринбург, Казань, Краснодар, Полный рабочий день|Системный аналитик, Git, Linux, SQL, Unix, REST, SOAP|2022-11-23T10:33:09+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000088174
ТехАргос|Разработчик C++ (DPI)|Полный рабочий день, Можно удаленно|Бэкенд разработчик, Средний (Middle), Linux, C++ stl, TCP|2022-11-12T00:16:33+03:00|['null', '250000', '₽']|https://career.habr.com/vacancies/1000114053
EGGHEADS|Team Lead Frontend (Vue.js)|Полный рабочий день, Можно удаленно|Фронтенд разработчик, Ведущий (Lead), Vue.js, Nuxt.js, TypeScript, CSS|2022-11-13T09:07:29+03:00|['300000', '550000', '₽']|https://career.habr.com/vacancies/1000112685
ZSK Mobile|Переводчик (итальянский, французский, португальский, испанский)|Неполный рабочий день, Можно удаленно|Создатель контента, Текстовый перевод, Французский язык, Испанский язык|2022-11-13T13:11:57+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000114055
РобоФинанс|Go Developer (Remote)|Полный рабочий день, Можно удаленно|Бэкенд разработчик, Golang, Apache Kafka, Kubernetes|2022-11-13T14:40:50+03:00|['270000', '315000', '₽']|https://career.habr.com/vacancies/1000105473
Домиленд|Frontend Developer (Vue.js, Nuxt, Vuex)|Полный рабочий день, Можно удаленно|Фронтенд разработчик, Средний (Middle), Git, Vue.js, HTML, CSS, JavaScript, TypeScript|2022-11-13T21:06:16+03:00|['null', '110000', '₽']|https://career.habr.com/vacancies/1000114057
Домиленд|iOS Developer|Полный рабочий день, Можно удаленно|Разработчик мобильных приложений, Средний (Middle), Swift, SwiftUI, Разработка мобильных приложений, Разработка под iOS|2022-11-13T21:12:44+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000114058
БиномТех|Менеджер по продажам ИТ услуг|Екатеринбург, Полный рабочий день, Можно удаленно|Менеджер по продажам, Разработка программного обеспечения|2022-11-13T22:57:32+03:00|['60000', '80000', '₽']|https://career.habr.com/vacancies/1000114060
Legalbet|QA automation|Москва, Санкт-Петербург, Саратов, Полный рабочий день, Можно удаленно|Инженер по автоматизации тестирования, Средний (Middle), ООП, Java, SQL, Selenium, Cucumber, Junit, NoSQL, RESTful API, Git, Jenkins|2022-11-14T08:19:14+03:00|['120000', 'null', '₽']|https://career.habr.com/vacancies/1000113577
UPROCK|Frontend-программист|Полный рабочий день, Можно удаленно|Фронтенд разработчик, Средний (Middle), CSS, HTML, React, Angular, Vue.js|2022-11-14T09:17:49+03:00|['150000', 'null', '₽']|https://career.habr.com/vacancies/1000112495
НЛМК|Senior C# Developer|Полный рабочий день, Можно удаленно|Бэкенд разработчик, Старший (Senior), Git, .NET, C#, PostgreSQL, Docker, CI/CD, Jira, Ведение переговоров, Управление людьми, Автоматизация процессов|2022-11-14T10:01:46+03:00|['150000', 'null', '₽']|https://career.habr.com/vacancies/1000114064
TravelLine|Middle Frontend / AngularJS-разработчик|Полный рабочий день, Можно удаленно|Фронтенд разработчик, Средний (Middle), Angular.js, TypeScript, LESS|2022-11-14T10:18:01+03:00|['140000', 'null', '₽']|https://career.habr.com/vacancies/1000110540
Action tech|PHP разработчик |Полный рабочий день, Можно удаленно|Бэкенд разработчик, Средний (Middle), Git, SQL, PHP, PostgreSQL, MySQL, Yii framework, Symfony, Golang|2022-11-14T10:18:02+03:00|['200000', '250000', '₽']|https://career.habr.com/vacancies/1000110868
TravelLine|Middle Backend / C# разработчик|Полный рабочий день, Можно удаленно|Бэкенд разработчик, Средний (Middle), C#, ООП, .NET Core, SQL, RabbitMQ, Redis, ClickHouse, Jenkins, Grafana, Docker|2022-11-14T10:20:03+03:00|['140000', '200000', '₽']|https://career.habr.com/vacancies/1000110539
Livemaster|DevOps Team Lead|Полный рабочий день, Можно удаленно|Девопс инженер, Ведущий (Lead), Google Cloud Platform, Windows Azure, CI/CD, SRE, DevOps|2022-11-14T10:42:43+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000109407
Livemaster|Senior/ Lead QA|Полный рабочий день, Можно удаленно|Инженер по автоматизации тестирования, Средний (Middle), MySQL, Ручное тестирование|2022-11-14T10:42:43+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000107441
Банки.ру|DevOps Engineer|Москва, Полный рабочий день, Можно удаленно|Девопс инженер, Старший (Senior), Kubernetes, Docker, CI/CD|2022-11-14T10:56:21+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000112337
IT_One|Разработчик SQL/ETL|Полный рабочий день, Можно удаленно|Десктоп разработчик, Средний (Middle), SQL, ETL, DWH, Базы данных|2022-11-14T11:04:39+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000114065
Mercury Development|Flutter разработчик|Полный рабочий день, Можно удаленно|Разработчик мобильных приложений, Старший (Senior), Flutter, Dart, Git, ООП, SOLID|2022-11-14T11:10:37+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000114066
IT_One|Архитектор DWH|Полный рабочий день, Можно удаленно|Архитектор программного обеспечения, Старший (Senior), DWH, Проектирование|2022-11-14T11:25:15+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000114067
IT_One|Разработчик БД + Power BI|Полный рабочий день, Можно удаленно|Разработчик баз данных, Старший (Senior), Microsoft SQL, Oracle, ETL|2022-11-14T11:35:11+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000114072
СберМаркет|MySQL DBA|Москва, Можно удаленно|Администратор баз данных, MySQL|2022-11-14T11:40:35+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000104261
СберМаркет|Python разработчик PIM-системы (Управление продуктовой информацией)|Москва, Можно удаленно|Бэкенд разработчик, Python|2022-11-14T11:41:02+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000106621
ОТР|Аналитик-методолог 1С|Москва, Полный рабочий день|Продуктовый аналитик, Старший (Senior), Бизнес аналитика, Системный анализ|2022-11-14T11:44:05+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000114071
Росбанк|Руководитель 2 линии тех. поддержки|Полный рабочий день, Можно удаленно|Инженер технической поддержки, Старший (Senior), Техническая поддержка, It-консультирование|2022-11-14T11:50:14+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000114073
Rush Agency|Fullstack Developer|Полный рабочий день, Можно удаленно|Фулстек разработчик, Средний (Middle), Laravel, Vue.js, PostgreSQL, C#, PHP|2022-11-14T11:51:36+03:00|['150000', 'null', '₽']|https://career.habr.com/vacancies/1000114074
Т1 Консалтинг|Middle\Middle+ Java Developer (Лизинг)|Полный рабочий день, Можно удаленно|Бэкенд разработчик, Средний (Middle), Java, Java Spring Framework, Java core|2022-11-24T14:36:11+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000109720
Т1 Консалтинг|DevOps specialist (Лизинг)|Москва, Полный рабочий день, Можно удаленно|Девопс инженер, Младший (Junior), Git, Docker, Linux|2022-11-24T14:39:14+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000109721
Sportmaster Lab|Middle+/Senior QA Automation Engineer|Москва, Санкт-Петербург, Полный рабочий день, Можно удаленно|Инженер по обеспечению качества, Старший (Senior), Java, SQL, Высоконагруженные системы, API Интерфейсы, Selenium, Автоматизация тестирования, Ручное тестирование, Функциональное тестирование, Регрессионное тестирование|2022-11-24T14:40:01+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000102382
Яндекс|Ведущий разработчик приложений для Android в команду Алисы и умных устройств|Москва, Полный рабочий день, Можно удаленно|Разработчик мобильных приложений, Ведущий (Lead), Управление людьми, Kotlin, Java|2022-11-24T14:43:00+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000111691
Магнит|Инженер-программист (автоматизация отчетности)|Полный рабочий день, Можно удаленно|Разработчик баз данных, Младший (Junior), SQL, Базы данных, Python, Microsoft Excel|2022-11-24T14:49:15+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000108841
Яндекс|Разработчик на С++ в Поиск|Москва, Полный рабочий день, Можно удаленно|Бэкенд разработчик, Старший (Senior), C++|2022-11-24T14:52:43+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000111694
Группа «Самолет»|Владелец продукта|Полный рабочий день, Можно удаленно|Менеджер продукта, Ведущий (Lead), Управление продуктами, Построение бизнес-моделей|2022-11-24T14:53:41+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000114722
Devhouse|Senior Tech Project Manager |Полный рабочий день, Можно удаленно|Менеджер проекта, Ведущий (Lead), Управление проектами, Agile, Управление людьми, Построение команды, Оптимизация бизнес-процессов, Организация бизнес-процессов, Стратегическое планирование, Управление разработкой, Проектное планирование, JavaScript|2022-11-24T14:54:12+03:00|['3000', 'null', '$']|https://career.habr.com/vacancies/1000114077
Rambler&Co|С# разработчик (Афиша)|Москва, Полный рабочий день|Бэкенд разработчик, Средний (Middle), C#, .NET, .NET Core, MongoDB, Elasticsearch|2022-11-24T14:55:43+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000109724
МТС|Fullstack Quality Engineer Senior [MTC Travel]|Москва, Полный рабочий день, Можно удаленно|Инженер по автоматизации тестирования, Старший (Senior), Git, Docker, Linux, Golang, Python|2022-11-24T14:59:32+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000111697
2GIS|Архитектор поисковых систем С++|Полный рабочий день, Можно удаленно|Архитектор программного обеспечения, Ведущий (Lead), C++, Алгоритмы и структуры данных, Поисковая оптимизация|2022-11-24T15:02:16+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000114353
Лаборатория Касперского|Senior DevOps Engineer|Москва|Фронтенд разработчик, Powershell, Ansible, CI/CD|2022-11-24T15:04:35+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000110599
Human Line|Разработчик Java(Middle/Senior)|Полный рабочий день, Можно удаленно|Бэкенд разработчик, Старший (Senior), Java, Java Spring Framework, Hibernate, PostgreSQL, SQL, Oracle, Microsoft SQL, GitLab|2022-11-24T15:05:27+03:00|['200000', '300000', '₽']|https://career.habr.com/vacancies/1000114723
Brightdata|Fullstack JavaScript developer|Полный рабочий день, Можно удаленно|Фулстек разработчик, Средний (Middle), JavaScript, Node.js, Angular, React, MongoDB|2022-11-24T15:06:12+03:00|['5500', '6500', '$']|https://career.habr.com/vacancies/1000028197
TINKOFF|Frontend-разработчик (Angular, middle+/senior)|Казань, Самара, Иннополис, Можно удаленно|Фронтенд разработчик, Старший (Senior), JavaScript, Angular|2022-11-24T15:12:04+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000114724
Совкомбанк Технологии|Аналитик по информационной безопасности (кибермошенничество)|Москва, Санкт-Петербург, Казань, Полный рабочий день, Можно удаленно|Инженер по безопасности, Старший (Senior), SSDL, SIEM, Информационная безопасность, SQL|2022-11-24T15:18:15+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000088273
Ситимобил|Системный администратор Linux|Полный рабочий день, Можно удаленно|Системный администратор, Средний (Middle), Linux, Nginx, Redis|2022-11-24T15:18:55+03:00|['200000', '250000', '₽']|https://career.habr.com/vacancies/1000114355
Совкомбанк Технологии|Аналитик по информационной безопасности (кибермошенничество)|Новосибирск, Полный рабочий день, Можно удаленно|Инженер по безопасности, Старший (Senior), SSDL, SIEM, Информационная безопасность, SQL|2022-11-24T15:20:44+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000113968
Livemaster|Администратор баз данных / Middle DBA (SQL)|Полный рабочий день, Можно удаленно|Администратор баз данных, Средний (Middle), MySQL, Debian, Администрирование сетей, Информационная безопасность, Python, PostgreSQL, Linux|2022-11-24T15:22:29+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000060338
Банк ПСБ|Менеджер тестовых сред|Москва, Полный рабочий день|Менеджер по обеспечению качества, Средний (Middle), SQL, Linux, Microsoft SQL, PostgreSQL, Jira|2022-11-24T15:24:29+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000114346
Банк ПСБ|Frontend developer (ДБО СМБ)|Москва, Полный рабочий день, Можно удаленно|Фронтенд разработчик, JavaScript, Angular|2022-11-24T15:24:29+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000093587
Банк ПСБ|Системный администратор|Москва, Полный рабочий день|Системный администратор, Средний (Middle), Cisco CCNP, Администрирование оборудования Cisco, Администрирование серверов|2022-11-24T15:24:30+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000114349
Банк ПСБ|Frontend developer|Москва, Санкт-Петербург, Ярославль, Полный рабочий день, Можно удаленно|Фронтенд разработчик, Средний (Middle), Angular|2022-11-24T15:26:39+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000101189
Банк ПСБ|Архитектор Информационной Безопасности (Импортозамещение)|Москва, Полный рабочий день|Инженер по безопасности, Старший (Senior), OWASP|2022-11-24T15:26:39+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000101188
Банк ПСБ|Frontend developer (ДБО СМБ)|Севастополь, Полный рабочий день, Можно удаленно|Фронтенд разработчик, Средний (Middle), Angular.js, JavaScript, CSS, TypeScript, HTML, REST|2022-11-24T15:26:40+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000104766
SharesPro|Frontend Developer|Полный рабочий день, Можно удаленно|Фронтенд разработчик, Старший (Senior), React, JavaScript, TypeScript, CSS, HTML, Redux|2022-11-10T14:19:40+03:00|['null', '170000', '₽']|https://career.habr.com/vacancies/1000113961
СберМаркет|Ruby on Rails разработчик в клиентский сервис СберМаркета|Полный рабочий день, Можно удаленно|Бэкенд разработчик, Старший (Senior), Ruby on Rails, PostgreSQL, Ruby|2022-11-10T15:11:07+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000108025
Лоция|Старший системный аналитик|Полный рабочий день, Можно удаленно|Системный аналитик, Старший (Senior), SQL, BPMN, UML, XML, Бизнес аналитика, Системный анализ, Техническая документация, Анализ требований, Проектирование информационных систем, Управление требованиями к ПО|2022-11-10T15:27:07+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000108599
Мираторг|Младший технический специалист |Домодедово, Полный рабочий день|Системный администратор, Стажёр (Intern), Администрирование серверов, Системное администрирование, Техническая поддержка, Active directory|2022-11-10T15:37:23+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000104565
Мельница|Аниматор (3D Animation Artist)|Санкт-Петербург, Полный рабочий день, Можно удаленно|3d-аниматор, Средний (Middle), Autodesk Maya, 3d анимация|2022-11-10T16:00:35+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000113944
ДВИЖ|Sales Lead / Консультант по внедрению B2B-cервиса|Москва, Можно удаленно|Менеджер по продажам, Ведущий (Lead), Продажи, B2B|2022-11-10T16:15:11+03:00|['170000', '250000', '₽']|https://career.habr.com/vacancies/1000113876
Selectel|Frontend-разработчик в команду PaaS-продуктов|Полный рабочий день, Можно удаленно|Фронтенд разработчик, Средний (Middle), Angular, JavaScript, TypeScript, Docker, Git|2022-11-10T16:21:35+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000113974
Selectel|Golang-разработчик в команду PaaS-продуктов|Полный рабочий день, Можно удаленно|Бэкенд разработчик, Средний (Middle), Golang, Linux, Docker, Kubernetes, Git, Python|2022-11-10T16:22:36+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000113975
Wildberries|DevOps инженер (Senior\Middle)|Москва, Владивосток, Полный рабочий день, Можно удаленно|Девопс инженер, Старший (Senior), PostgreSQL, Bash, Высоконагруженные системы, Linux, SQL, Kubernetes, CI/CD|2022-11-10T16:58:18+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000113978
Wildberries|Разработчик на Golang (Cloud)|Москва, Полный рабочий день, Можно удаленно|Бэкенд разработчик, Средний (Middle), Golang, MongoDB, PostgreSQL, Redis|2022-11-10T17:03:05+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000113979
Фабрика Информационных Технологий|Разработчик ReactNative|Полный рабочий день, Можно удаленно|Разработчик мобильных приложений, Средний (Middle), React Native, Docker, Git, MobX, Redux|2022-11-10T17:03:52+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000087490
Wildberries|DevOps Lead (Баланс) |Москва, Полный рабочий день|Девопс инженер, Ведущий (Lead), Linux, PostgreSQL, Высоконагруженные системы, Docker, Bash, CI/CD, Kubernetes|2022-11-10T17:13:23+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000113980
IT MEGASTAR|IT Project manager|Новосибирск, Полный рабочий день, Можно удаленно|Менеджер проекта, Средний (Middle), Управление проектами, Ведение переговоров, Управление рисками, Планирование, Разработка ТЗ, Управление разработкой|2022-11-10T17:16:07+03:00|['80000', '120000', '₽']|https://career.habr.com/vacancies/1000108572
IT MEGASTAR|Sales Manager|Новосибирск, Полный рабочий день, Можно удаленно|Менеджер по продажам, Старший (Senior), Продажи, Ведение переговоров, B2B, Работа в команде, Консультирование, Привлечение клиентов, Корпоративные коммуникации, Бизнес-консультирование, Анализ требований|2022-11-10T17:16:31+03:00|['null', '200000', '₽']|https://career.habr.com/vacancies/1000111524
IT MEGASTAR|UX/UI специалист|Новосибирск, Полный рабочий день, Можно удаленно|UI/UX дизайнер, Средний (Middle), Прототипирование, Проектирование интерфейсов, UI/UX дизайн, Figma Design|2022-11-10T17:16:53+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000108571
IT MEGASTAR|Python developer|Новосибирск, Полный рабочий день, Можно удаленно|Бэкенд разработчик, Средний (Middle), Python, PostgreSQL, Django, MySQL, Yii framework, Git, REST, Redis, Memcache|2022-11-10T17:17:12+03:00|['null', '180000', '₽']|https://career.habr.com/vacancies/1000093095
IT MEGASTAR|PHP developer |Новосибирск, Полный рабочий день, Можно удаленно|Бэкенд разработчик, Средний (Middle), PHP, Laravel, ООП, Yii framework, PostgreSQL, MySQL, Linux, Git|2022-11-10T17:19:52+03:00|['80000', '180000', '₽']|https://career.habr.com/vacancies/1000088550
TradingView|DBA PostgreSQL|Тбилиси, Полный рабочий день|Администратор баз данных, Средний (Middle), PostgreSQL, Linux, MongoDB, SQL, Git|2022-11-11T09:39:14+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000104588
Север Авто|Fullstack разработчик (PHP/JS)|Москва, Полный рабочий день, Можно удаленно|Фулстек разработчик, Средний (Middle), React, Yii framework, Docker, PHP, JavaScript, HTML, CSS, Node.js|2022-11-11T09:47:42+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000111863
Север Авто|Аналитик|Санкт-Петербург, Полный рабочий день, Можно удаленно|Бизнес-аналитик, Средний (Middle), BPMN, Системный анализ, Системная аналитика, Анализ требований, Бизнес аналитика, Моделирование, Описание бизнес-процессов, Разработка ТЗ, Оптимизация бизнес-процессов|2022-11-11T09:47:58+03:00|['null', 'null', 'null']|https://career.habr.com/vacancies/1000111853
КЛЮЧАВТО|Data Engineer (Team Lead)|Краснодар, Полный рабочий день, Можно удаленно|Инженер по данным, Ведущий (Lead), SQL, Python, DWH, Базы данных, Apache Airflow, SSIS, ETL, Проектирование баз данных|2022-11-11T09:56:34+03:00|['250000', 'null', '₽']|https://career.habr.com/vacancies/1000113994
Notamedia|Системный аналитик (удаленная работа из любой точки мира)|Полный рабочий день, Можно удаленно|Системный аналитик, BPMN, Битрикс24, ER-диаграммы, Анализ требований, Системный анализ, Проектирование информационных систем, Техническая документация|2022-11-11T09:58:45+03:00|['150000', '230000', '₽']|https://career.habr.com/vacancies/1000105732
